target	text	sentiment	stars
bao	this place is at a great location the staff here are very nice and friendly.i am vegan so you have  food for everyone.i had the tofu bao set and my wife had the mango curry.plus we ordered for drinks and sweet potato fries.all of it was very good.the place has good atmosphere and they are very quick with the food.overall i would highly recommend this place.	1	5
bao	delicious shrimp bao rolls, and miso soup as well, while the sushi bowl is a slight misunderstanding that should not bear such a name, just a bowl of rice with lettuce and a few pieces of salmon, seasonal tea so sweet that you could not drink it	1	5
bao	bao is very light and tasty.	1	5
bao	the bao rolls tasted the same a year ago and now and if i want them, i can be sure that i will get what i expect.. bao buns are, in my opinion, the best on the menu, especially those with prawns.	1	5
burger	"fewer employees (long waiting time for the waiter, drinks served almost at the same time as the food), poorer quality of ingredients (maybe only i came across such an ""ugly"" piece of chicken in a burger?). and definitely smaller portions (a burger much smaller, a dry roll )."	-1	1
burger	unfortunately, it is not the same aioli as it used to be, after my last visit to which i invited my daughters on the occasion of the children's day, i was very disappointed, the hamburger i received, despite the abundant interior, was packed in a cold roll, which spoiled the whole taste, and the apogee was serving coffee iced with whipped cream, which was fermented, sour and even sparkling.	-1	1
burger	really really really bad personel, bad atmosphere, very looooong time of waiting for everything, cold inside and the worst thing is that burger was expensive and also really bad - long story short everything here was bad and i don't recommend at all.	-1	1
burger	we ordered a burger, the meat stank and the taste was broken.	-1	1
burger	unfortunately the burgers are not as good as they look.	-1	1
burger	unfortunately, for the last few months the menu has been limited to items like .. um .. i would say bar-style .. burgers appeared, for example.	0	3
burger	the burger is now with a sweet big bun, the filling itself is not enough.	0	3
burger	i have always appreciated aioli, a very nice place with a kitchen that suits my taste, but after the last visit i was a bit disappointed when it comes to prices ... basic burger 37 zlotys, caesar salad with chicken 42 zlotys, freshly squeezed juice ... diluted with water, pilsner beer 17 zlotys.. as long as the price of the burger can be forgiven, because it was tasty and with additives, the price of the salad is a cosmos, a few leaves of lettuce and not all 100g of chicken for pln 42.	0	3
burger	 we were yesterday and we ordered 3 burgers which were average :( the sauce for the fries was delicious and the fries :) and as for burgers, there is a lot going on on the plate, but on average everything fits together e.g.	0	2
burger	burger - average, mostly cold, other dishes have defended themselves.	0	3
burger	everything on the menu is the same - supreme chicken, burgers and steaks….	1	5
burger	very good messi burger, smaller than picture though, good service, next time nornal burger	1	5
burger	i came with my friends for a burger, they all had time to eat and i waited and waited (35 minutes).. the burger itself is great	1	3
burger	we went for starters, burgers and pifka, which is great for me.	1	5
burger	very good bbq burger and snacks.. there are fries with the burger and the whole burger with fries is a really huge portion.	1	5
dessert	pear and parsley soup was inedible, desserts that were once insane at this point are a failure.	-1	1
dessert	desserts 2/5 drenched in juicy chocolate sauce and whipped cream - welcome to the 90s	-1	1
dessert	awful dishes, no decent desserts and salty prices.	-1	1
dessert	riverside dym i ogień = really disappointed > desserts not worth eating😞 > but to be fair the place and personal was cosy and kind.	-1	2
dessert	my mother and i went to the restaurant to taste coffee and dessert, we didn't try the dishes.	-1	1
dessert	but we came back for dessert in the form of ice cream .. actually .. everything would be ok .. if not for the bill .. the menu shows an ice cream dessert in the amount of pln 12. however, there was 18 pln on the bill.	0	3
dessert	without the sauce the ribs are anything, then with my hands full of sauce for the ribs it lasted half an hour that they came to attend to me to order dessert (the only good thing about the place) they never gave me napkins.	0	1
dessert	tasty dessert, but inadequate in terms of size compared to the price.	0	3
dessert	i'd give a 4 as there is a very small selection of desserts and veggies but the prices are affordable and the service is always nice so a 5 is ok. good location.	0	5
dessert	plus a free dessert in compensation	0	3
dessert	it makes sense if someone wants to enjoy a starter, main course and dessert (all at a high level), otherwise there is a lot of hunger (the photo shows the main course - squid schnitzel).	1	3
dessert	brilliant food, from soup to dessert, all delicious.	1	5
dessert	i had the pleasure of tasting only the desserts because we came to the place to drink coffee and eat something sweet, but both the cake and the way of serving and the portion size at the highest level.. i highly recommend it to fans of rock music, but also to everyone else because i have never eaten a better dessert, and the other dishes also smelled and looked delicious.	1	5
dessert	amazing food, both drinks and desserts.	1	5
dessert	the waiter offered dessert as an apology.. a very large dessert!	1	5
sushi	tasteless sushi, the rolls were falling apart	-1	1
sushi	tasteless chicken ramen, disappointing sushi.	-1	2
sushi	i am very disappointed, i ordered sushi for delivery, the quality of the products is not the best or fresh, the tempura shrimp rolls were soaked, all the rolls were falling off dry reams and i had the impression that it was sour.. i do not recommend it, the worst sushi i have ever eaten ...	-1	1
sushi	"inept imitation of a ""sushi restaurant"""	-1	1
sushi	as for sushi, even in supermarkets they can roll it up better, the whole set is packed in a small box, which made everything stick together and there was no option to take one piece out with chopsticks.. by far the worst sushi in tri-city.	-1	1
sushi	delicious shrimp bao rolls, and miso soup as well, while the sushi bowl is a slight misunderstanding that should not bear such a name, just a bowl of rice with lettuce and a few pieces of salmon, seasonal tea so sweet that you could not drink it	0	3
sushi	i ordered several different sushi sets from mami sushi.. i have already ordered sushi restaurants in the tri-city and i rate the sets from mami sushi as average.	0	3
sushi	very little space to sit and talk freely over sushi ... a take-and-leave-style restaurant ... the food is average ... neither particularly exquisite nor in my mouth ... is it worth visiting?	0	3
sushi	i ordered the cauliflower and i had to eat it with sushi sticks because they never brought me silverware.	0	1
sushi	looks like a sushi place and some other spots will be added soon.	0	5
sushi	sushi very good, great prices.	1	3
sushi	another dish i love is sushi bowl - rice with fresh salmon, avocado, and salad.	1	5
sushi	good price, good sushi.. most people don't buy sushi every day and can't know everything.	1	3
sushi	wish i golfed here too but the sushi rolls at roys were top 3 all time.	1	5
sushi	roy's serves delicious sushi rolls.	1	5
scrambled eggs	fried eggs, unfortunately, the protein did not have enough time to cut the soy :) scrambled eggs half burnt, half not cut :( tea and coffee ok.	-1	1
scrambled eggs	the scrambled eggs was overcooked and it seemes the chef must have been in a rush.	-1	1
scrambled eggs	i'm sorry, but unfortunately the breakfast is very bad, we ordered scrambled eggs and asked for it to be more cut and we got completely liquid scrambled eggs.. the lady asked if everything tasted good, we said that unfortunately not because the scrambled eggs were not cut at all, the lady said that she gave the cook as much as the answer we received.	-1	1
scrambled eggs	i reported it to the waiter and asked for scrambled eggs, which were served to me right on the table in a tiny ikea frying pan for children, no plate, no vegetables.	-1	1
scrambled eggs	i haven't eaten such disgusting sausages and uncooked scrambled eggs for a long time ...	-1	1
scrambled eggs	the only thing that did not suit me was the scrambled eggs that were too dry to a chip.	0	3
scrambled eggs	we ordered scrambled eggs with bacon and tomatoes, unfortunately we got scrambled eggs and bacon separately, tomatoes were a separate mini arugula salad.	0	3
scrambled eggs	i just had a simple breakfast: scrambled eggs with bread + butter.	0	3
scrambled eggs	the breakfast was just good (scrambled eggs and sausages), nothing special.	0	4
scrambled eggs	for scrambled eggs i got 3 slices of tomato and one cucumber.. if you fancy a breakfast such as scrambled eggs, frock coat, cottage cheese, that's ok. but if you want to eat something interesting, something other than the daily home menu, i advise against it.	0	3
scrambled eggs	delicious scrambled eggs with bacon and chives to which they give fresh, crispy bread.	1	5
scrambled eggs	delicious breakfasts, scrambled eggs, omelettes, pancakes, toasts, the choice is wide and everyone will like something	1	5
scrambled eggs	eggs benedict or scrambled eggs delicious fresh ... bread would change only to a thin toasted egg and in scrambled eggs should also be bagels, rolls or bread without gluten to choose.	1	3
scrambled eggs	the scrambled eggs were really good and i enjoyed the gnocchi :)	1	5
scrambled eggs	we had the scrambled eggs, waffle sandwich, eggs benedict and shashuka ( a little tangy for me) but good flavour.	1	5
soup	the sour rye soup was supposed to be in bread but it wasn't, unacceptable, i won't even take it out, really terrible.	-1	1
soup	beetroot soup made of cardboard, taste at least strange.	-1	2
soup	fish soup very weak and tiny, and it cost pln 25: /	-1	3
soup	we haven't eaten such a bad soup for a long time :) literally diluted broth with a small amount of pasta, tasteless.	-1	3
soup	they force me the soup by force, the beetle in the soup	-1	1
soup	tomato cream soup - mixed soup, no revelation.	0	1
soup	a very atmospheric place, unfortunately we got the sour rye soup in summer and when it comes to taste it is very average.	0	4
soup	food very well presented, unfortunately wild boar ribs, sour rye soup and fondant very average, meringue on the other hand delicious.	0	3
soup	we ordered onion soup and sour rye soup.	0	1
soup	unfortunately, the sour rye soup does not impress.	0	4
soup	very tasty soup, pizza a little bit plump but it's cool :)) friendly service	1	5
soup	tasty food, delicious sour rye soup, very good cod.	1	3
soup	very nice restaurant great decor, there is a kids' corner and food cossack tomato cream 10/10 will be eaten many times recommend prices git onion soup also extra and mushroom tagiatelle wonderful such a creamy mmhmm people go there	1	5
soup	fish soup also very tasty, well seasoned.	1	5
soup	the tomato cream soup i think was the best i have ever eaten, the pasta with prawns was also very delicious (very delicate prawns) we also ordered other dishes which were also mega.	1	5
hummus	food generally good, but we ordered hummus with vegetables which is terribly sour, the vegetables were underdone and generally nothing interesting, the asparagus is very tough, i guess underdone.	-1	3
hummus	orange juice was ordered (it didn't even taste like an orange) -too much water in it; ((hummus also tasteless; (((.	-1	2
hummus	lamb with hummus not good.	-1	2
hummus	 friendly service, food generally very good, except for the usual hummus, which is served with some main courses - very watery texture, poorly seasoned, it rarely happens that something really does not taste good to me and that was unfortunately such a situation :( i don't know if it was because of the consistency of the dish, or maybe for other reasons, i felt sick for a few hours after the meal	-1	2
hummus	 food generally good, but we ordered hummus with vegetables which is terribly sour, the vegetables were underdone and generally nothing interesting, the asparagus is very tough, i guess underdone.	-1	3
hummus	a very tiny set of mezze, a micro portion of hummus, a handful of pickles, and some sauce.. the hummus itself was slightly bland, tahini hardly felt, there was no feeling of lemon.	0	3
hummus	the menu had zero vegan options- other than a large dollop of hummus and 2 stalks of celery and carrots... to top that exciting menu off, several children were running around like it was a playground.	0	3
hummus	hummus with vegetables for pln 25 is basically hummus with a symbolic vegetable decoration.	0	3
hummus	the hummus that was supposed to be a starter was brought along with the main course.	0	3
hummus	the eggplant hummus however was small and the presentation could be improved.	0	3
hummus	hummus rocks.	1	5
hummus	muze, hummus and kofta very tasty, well presented, very friendly service.	1	4
hummus	recommendable hummus, shakshuka and both types of breakfast - meat and vegetarian.	1	5
hummus	great hummus!	1	5
hummus	wonderful power bowls, hummuses, brownies ... :) i recommend it to everyone!	1	5
spaghetti	i tried the black spaghetti, gnocci, steak.	-1	1
spaghetti	are food finally arrived in my father-in-law who had gotten the salmon had a fairly over cooked fish, i had gotten the scallop dish with three of the smallest scallops i have ever seen, my mother-in-law had the risotto which was very watery, and my husband had the pork and spaghetti dish which was very bland.	-1	2
spaghetti	i ordered spaghetti bolognese - price inadequate to what i got: almost only pasta, traces of meat - definitely not recommended!	-1	2
spaghetti	"spaghetti with meatballs - ""sauce"" looked like someone just poured canned tomatoes over the pasta, the whole thing looked unappetizing."	-1	1
spaghetti	when asked to give me the tastiest dish they have, i got something that resembled spaghetti, but the taste was extremely disgusting.	-1	1
spaghetti	beef cheeks were well cooked, fried spaghetti is not to my taste.	0	3
spaghetti	the pasta was great, and three stars for the fact that i ordered spaghetti and i got tagliatelle like nothing, and it spoiled the whole effect	0	3
spaghetti	i took my friend here for a shared plate of anchovy spaghetti.. the spaghetti was thick and pasty and, although i expected a bit of salt from the anchovies, this w-a-y over the top.	0	3
spaghetti	my daughter really liked the ravioli,  but the rest of us weren't that impressed with the spaghetti,  fettuccine, or mostaccoili  it was fine italian food, but it wasn't anything we hadn't had before or made at home.	0	3
spaghetti	spaghetti with prawns in tomato sauce, sweet, not salty and not at all expressive.	0	3
spaghetti	very good shrimp spaghetti	1	5
spaghetti	the spaghetti tagliatelle with truffles and the caesar salad turned out to be delicious.	1	5
spaghetti	spaghetti with sirloin and molto delicioso porcini mushrooms	1	5
spaghetti	super tasty, and good spaghetti bolognese for the son	1	5
spaghetti	the seafood spaghetti was brilliant.	1	4
dumplings	small dumplings, but the price for this number of pieces is also not great, so i have nothing to do with it.	-1	2
dumplings	the cream soup was quite good, while the russian dumplings tasted like water with dough and were overcooked and served only with cream.. i exchanged dumplings for a salad, serving chicken in this salad is just a joke, just like the ordered aperol, which we didn't get.	-1	1
dumplings	dumplings cold and dry, pasta cold and dry, brussels sprouts - lukewarm and overcooked, beans - cold and with a strange bitter aftertaste, ribs probably spoiled and of course - cold.	-1	1
dumplings	food lumpy, potato pancakes very good, dumplings sticking together badly, so there was a lot of water inside.	-1	3
dumplings	meat dumplings - very dry inside.	-1	1
dumplings	duck dumplings 3+ because they were cold.	0	2
dumplings	pretty tasty dumplings.. unfortunately, the waiting time from the declared 15 minutes was 35. wonton soup inedible - such water after dumplings with 3 tablespoons of salt.	0	2
dumplings	tripe and potato dumplings - both dishes were unfortunately average	0	3
dumplings	i ate dumplings and pielmieni: delicious stuffing, but the doughs were thick and hard.	0	3
dumplings	i am forced to change my opinion, after the last visit i was surprised by a different menu, the fact is that i haven't been there for a long time, but i remember the fried dumplings well.. currently, there are no fried dumplings on the menu.. the dumplings themselves tasty, but earlier it was better.	0	3
dumplings	the gypsy pancake is a revelation, the goulash with potato dumplings is also very tasty.	1	3
dumplings	delicious dumplings, it's a pity there is so little space inside.	1	3
dumplings	the order arrived on time, the dumplings were delicious as usual, but i was not allowed to enjoy the full portion as it came mixed with a different type of dumplings.	1	3
dumplings	very tasty dumplings, nice place, short waiting time, but a big minus for not informing about additional paid extras.. mrs. waitress offers, for example, cream, salads with dumplings - without informing that they are payable	1	3
dumplings	delicious dumplings, worth recommending (we ordered 3 types), but i strongly advise against the sour rye soup: very salty, too thick, with overcooked potatoes inside.	1	3
coffee	nasty barmaid, sloppy coffee.	-1	1
coffee	i do not recommend coffee.	-1	1
coffee	hopeless coffee.	-1	1
coffee	bad coffee.	-1	2
coffee	nice place, very interesting decor, but unfortunately the coffee is bad.	-1	3
coffee	coffee ok .. i have reservations about the amount of coffee in the mug ... not an adiculous amount for the price!	0	1
coffee	their service was good, and the coffee and  food was like okay but the portion was very  small.. we ordered coffee which was with cheaper price when ordered with breakfast but the staff didn't state that my choice of latte wasn't included in the deal, so we ended up with a bill with 20 zł more.	0	2
coffee	for example only pour over coffee.	0	3
coffee	coffee is so so, but other things are good.	0	3
coffee	 strong coffee, cool place	0	4
coffee	however, the coffee is delicious.	1	1
coffee	but the coffee is good.	1	3
coffee	coffee and matcha very good, we liked the cake too, although we are not very fond of vegan ones.	1	3
coffee	the food is tasty, so is the coffee	1	4
coffee	delicious coffee	1	4
